update,policy_loss,value_loss,entropy,steps
0,0.02187509275972843,nan,0.0,4
1,0.03459089249372482,nan,0.0,9
2,0.029736068099737167,nan,0.0,14
3,0.027091413736343384,nan,0.0,17
4,0.02663079835474491,nan,0.0,20
5,0.0152809489518404,nan,0.0,23
6,0.04167412593960762,nan,0.0,28
7,0.02371748350560665,nan,0.0,33
8,0.014056864194571972,nan,0.0,36
9,0.02288178913295269,nan,0.0,41
10,0.025271492078900337,nan,0.0,46
11,0.02873045764863491,nan,0.0,50
12,0.018367260694503784,nan,0.0,55
13,0.021774092689156532,nan,0.0,56
14,0.023565616458654404,nan,0.0,61
15,0.018057357519865036,nan,0.0,62
16,0.0321291945874691,nan,0.0,64
17,0.019538190215826035,nan,0.0,69
18,0.01323279645293951,nan,0.0,72
19,0.017331071197986603,nan,0.0,75
20,0.03267442435026169,nan,0.0,78
21,0.024571357294917107,nan,0.0,81
22,0.014950854703783989,nan,0.0,83
23,0.02790086157619953,nan,0.0,88
24,0.019358709454536438,nan,0.0,89
25,0.016573313623666763,nan,0.0,90
26,0.013486106880009174,nan,0.0,92
27,0.01677854172885418,nan,0.0,93
28,0.02411426045000553,nan,0.0,98
29,0.014240294694900513,nan,0.0,101
30,0.032676465809345245,nan,0.0,103
31,0.028050824999809265,nan,0.0,107
32,0.02260821871459484,nan,0.0,110
33,0.017543597146868706,nan,0.0,115
34,0.03235195204615593,nan,0.0,119
35,0.01952788420021534,nan,0.0,121
36,0.024157414212822914,nan,0.0,124
37,0.014185212552547455,nan,0.0,126
38,0.01674211397767067,nan,0.0,127
39,0.02328178472816944,nan,0.0,130
40,0.015045823529362679,nan,0.0,131
41,0.01572694443166256,nan,0.0,132
42,0.02709120512008667,nan,0.0,137
43,0.012792913243174553,nan,0.0,139
44,0.02805655263364315,nan,0.0,144
45,0.014004649594426155,nan,0.0,147
46,0.013282520696520805,nan,0.0,151
47,0.03459957614541054,nan,0.0,153
48,0.021846596151590347,nan,0.0,154
49,0.03068256750702858,nan,0.0,159
50,0.011598720215260983,nan,0.0,161
51,0.02086648903787136,nan,0.0,164
52,0.015712041407823563,nan,0.0,166
53,0.01210292149335146,nan,0.0,169
54,0.01890815980732441,nan,0.0,170
55,0.033601533621549606,nan,0.0,172
56,0.012232792563736439,nan,0.0,174
57,0.02200249768793583,nan,0.0,176
58,0.028510145843029022,nan,0.0,181
59,0.044889047741889954,nan,0.0,183
60,0.027434634044766426,nan,0.0,186
61,0.012967227958142757,nan,0.0,188
62,0.025564150884747505,nan,0.0,193
63,0.01769201084971428,nan,0.0,194
64,0.04302389547228813,nan,0.0,197
65,0.023336857557296753,nan,0.0,202
66,0.023004652932286263,nan,0.0,204
67,0.020289067178964615,nan,0.0,209
68,0.03415786102414131,nan,0.0,214
69,0.014185872860252857,nan,0.0,215
70,0.018776319921016693,nan,0.0,220
71,0.026339031755924225,nan,0.0,224
72,0.026158230379223824,nan,0.0,229
73,0.011606842279434204,nan,0.0,231
74,0.017991861328482628,nan,0.0,232
75,0.012050281278789043,nan,0.0,234
76,0.014767375774681568,nan,0.0,236
77,0.012990957126021385,nan,0.0,239
78,0.033734358847141266,nan,0.0,244
79,0.03357944265007973,nan,0.0,247
80,0.012662508524954319,nan,0.0,249
81,0.01442753802984953,nan,0.0,250
82,0.013693219982087612,nan,0.0,251
83,0.03281843662261963,nan,0.0,256
84,0.029967794194817543,nan,0.0,260
85,0.01364973559975624,nan,0.0,261
86,0.018245836719870567,nan,0.0,264
87,0.019619125872850418,nan,0.0,267
88,0.012777730822563171,nan,0.0,268
89,0.031876340508461,nan,0.0,272
90,0.03008907288312912,nan,0.0,276
91,0.031200779601931572,nan,0.0,278
92,0.014350076206028461,nan,0.0,280
93,0.019157132133841515,nan,0.0,284
94,0.028494128957390785,nan,0.0,289
95,0.029053667560219765,nan,0.0,293
96,0.011597196571528912,nan,0.0,295
97,0.028650712221860886,nan,0.0,300
98,0.016212910413742065,nan,0.0,302
99,0.024808859452605247,nan,0.0,304
100,0.01838674210011959,nan,0.0,305
101,0.016185631975531578,nan,0.0,306
102,0.01266692765057087,nan,0.0,307
103,0.027938513085246086,nan,0.0,309
104,0.011162640526890755,nan,0.0,311
105,0.014477238059043884,nan,0.0,315
106,0.01741163618862629,nan,0.0,316
107,0.01574098877608776,nan,0.0,318
108,0.02723909355700016,nan,0.0,320
109,0.012693602591753006,nan,0.0,321
110,0.018579989671707153,nan,0.0,325
111,0.03560437262058258,nan,0.0,330
112,0.023825753480196,nan,0.0,333
113,0.011591608636081219,nan,0.0,336
114,0.01586361788213253,nan,0.0,337
115,0.021297220140695572,nan,0.0,340
116,0.01126827672123909,nan,0.0,341
117,0.018115058541297913,nan,0.0,342
118,0.018860366195440292,nan,0.0,343
119,0.021619681268930435,nan,0.0,347
120,0.01441478542983532,nan,0.0,348
121,0.03368617966771126,nan,0.0,350
122,0.015095895156264305,nan,0.0,352
123,0.030542373657226562,nan,0.0,357
124,0.010708093643188477,nan,0.0,358
125,0.021084245294332504,nan,0.0,361
126,0.013045388273894787,nan,0.0,363
127,0.018385261297225952,nan,0.0,364
128,0.010893800295889378,nan,0.0,365
129,0.013046171516180038,nan,0.0,366
130,0.0485411174595356,nan,0.0,371
131,0.025932589545845985,nan,0.0,374
132,0.012785045430064201,nan,0.0,375
133,0.009839692153036594,nan,0.0,377
134,0.010868463665246964,nan,0.0,378
135,0.009464578703045845,nan,0.0,380
136,0.025674128904938698,nan,0.0,385
137,0.06164393201470375,nan,0.0,390
138,0.016034672036767006,nan,0.0,395
139,0.010458539240062237,nan,0.0,396
140,0.022146522998809814,nan,0.0,401
141,0.013632838614284992,nan,0.0,402
142,0.01435548160225153,nan,0.0,403
143,0.00997418537735939,nan,0.0,404
144,0.01324843242764473,nan,0.0,405
145,0.02653675340116024,nan,0.0,407
146,0.022311247885227203,nan,0.0,410
147,0.01667269505560398,nan,0.0,412
148,0.043416693806648254,nan,0.0,415
149,0.012489565648138523,nan,0.0,416
150,0.036353688687086105,nan,0.0,418
151,0.008116522803902626,nan,0.0,419
152,0.012477399781346321,nan,0.0,420
153,0.03825967013835907,nan,0.0,425
154,0.013898059725761414,nan,0.0,427
155,0.01025360357016325,nan,0.0,429
156,0.010367986746132374,nan,0.0,430
157,0.009952543303370476,nan,0.0,431
158,0.01678886078298092,nan,0.0,432
159,0.009738821536302567,nan,0.0,433
160,0.02595622092485428,nan,0.0,436
161,0.010802076198160648,nan,0.0,438
162,0.01036866009235382,nan,0.0,439
163,0.013355880975723267,nan,0.0,441
164,0.016235951334238052,nan,0.0,443
165,0.01432789210230112,nan,0.0,447
166,0.026567356660962105,nan,0.0,451
167,0.009984665550291538,nan,0.0,452
168,0.011110367253422737,nan,0.0,453
169,0.038255468010902405,nan,0.0,455
170,0.010172579437494278,nan,0.0,457
171,0.007516454439610243,nan,0.0,458
172,0.007842376828193665,nan,0.0,459
173,0.013447598554193974,nan,0.0,461
174,0.008814528584480286,nan,0.0,462
175,0.009310603141784668,nan,0.0,463
176,0.014192256145179272,nan,0.0,465
177,0.009602350182831287,nan,0.0,466
178,0.035337790846824646,nan,0.0,468
179,0.014043614268302917,nan,0.0,470
180,0.010281410999596119,nan,0.0,471
181,0.009532504715025425,nan,0.0,472
182,0.03194355219602585,nan,0.0,474
183,0.010439281351864338,nan,0.0,475
184,0.02917831763625145,nan,0.0,477
185,0.012142223306000233,nan,0.0,480
186,0.006474560126662254,nan,0.0,481
187,0.008818109519779682,nan,0.0,482
188,0.01058934349566698,nan,0.0,484
189,0.013100163079798222,nan,0.0,487
190,0.040667448192834854,nan,0.0,491
191,0.03822064772248268,nan,0.0,496
192,0.023495079949498177,nan,0.0,499
193,0.021501652896404266,nan,0.0,501
